latitude,longitude,altitude,geometry,coordinates,DataZone,SUM_Recrea,OID_,DataZone_1,SUM_Recr_1,Shape_Leng,Shape_Area,Rank_1,Shape_Le_1,Shape_Ar_1,Quintile
,,,MultiPolygon,"-3.35037,55.87982,-3.34907,55.88016,-3.34879,55.87991,-3.34874,55.87993,-3.34825,55.88014,-3.34773,55.87974,-3.34712,55.87995,-3.34653,55.88016,-3.34578,55.87959,-3.34554,55.87937,-3.34461,55.87974,-3.34428,55.87983,-3.34399,55.87989,-3.34397,55.87975,-3.34382,55.87951,-3.34378,55.87943,-3.34415,55.87934,-3.34349,55.87835,-3.34312,55.87777,-3.34263,55.87708,-3.34405,55.87651,-3.34416,55.87645,-3.34531,55.87602,-3.34473,55.87526,-3.34478,55.87506,-3.34496,55.87502,-3.34498,55.87506,-3.3459,55.87485,-3.34588,55.87482,-3.34648,55.87467,-3.3469,55.87542,-3.34718,55.87594,-3.35028,55.87421,-3.35207,55.87322,-3.35352,55.87439,-3.35472,55.87303,-3.35531,55.87299,-3.3571,55.87436,-3.35905,55.87258,-3.35998,55.87167,-3.36138,55.87057,-3.36353,55.86872,-3.36308,55.86843,-3.36345,55.86768,-3.36225,55.86669,-3.36225,55.86582,-3.36304,55.86554,-3.36622,55.86431,-3.37098,55.86692,-3.37231,55.86567,-3.37466,55.86334,-3.37526,55.86,-3.37792,55.85648,-3.37727,55.85397,-3.37905,55.85254,-3.39635,55.84446,-3.39674,55.84457,-3.40882,55.83815,-3.40926,55.83793,-3.40931,55.83795,-3.40934,55.83796,-3.40939,55.838,-3.40949,55.83818,-3.40951,55.83828,-3.40951,55.8383,-3.40961,55.83836,-3.40974,55.83844,-3.4099,55.83863,-3.40991,55.83868,-3.40992,55.8387,-3.40993,55.83876,-3.40989,55.83885,-3.40988,55.83903,-3.40991,55.83911,-3.40992,55.83912,-3.40992,55.83913,-3.41002,55.83918,-3.41015,55.83919,-3.41034,55.83922,-3.41063,55.8393,-3.41069,55.83937,-3.41072,55.83949,-3.41083,55.83961,-3.4109,55.83964,-3.41094,55.83967,-3.41094,55.83968,-3.41095,55.83973,-3.41094,55.83977,-3.4109,55.8398,-3.41085,55.83985,-3.41047,55.84004,-3.4104,55.84011,-3.41038,55.84014,-3.41036,55.84018,-3.41031,55.84025,-3.41011,55.84031,-3.40973,55.8404,-3.40949,55.84049,-3.40916,55.84059,-3.40909,55.84062,-3.40908,55.84062,-3.40885,55.84067,-3.40878,55.84071,-3.40875,55.84074,-3.40875,55.84075,-3.40877,55.84084,-3.40878,55.84085,-3.40885,55.84098,-3.40894,55.84108,-3.40895,55.84115,-3.40892,55.84118,-3.40892,55.84119,-3.40893,55.84124,-3.40954,55.8414,-3.40961,55.84143,-3.41015,55.84165,-3.41019,55.84167,-3.41024,55.84172,-3.41035,55.84199,-3.41044,55.84208,-3.41045,55.84208,-3.4106,55.84215,-3.41066,55.84216,-3.41094,55.84221,-3.41118,55.84228,-3.41126,55.84236,-3.41126,55.8424,-3.41126,55.8424,-3.41126,55.8424,-3.41138,55.84251,-3.41138,55.84252,-3.41166,55.84255,-3.41171,55.84255,-3.41202,55.84254,-3.41222,55.84257,-3.41234,55.84261,-3.41255,55.8427,-3.41262,55.84274,-3.41271,55.84276,-3.41276,55.84277,-3.41308,55.84299,-3.41322,55.84309,-3.41324,55.8431,-3.41338,55.84315,-3.41361,55.84313,-3.41366,55.84313,-3.4138,55.84317,-3.41392,55.8432,-3.41396,55.8432,-3.41406,55.84319,-3.41416,55.84318,-3.41423,55.84316,-3.41427,55.84319,-3.41426,55.84331,-3.41428,55.84332,-3.41436,55.84334,-3.41458,55.8434,-3.41464,55.8434,-3.41477,55.84339,-3.415,55.84338,-3.41516,55.84339,-3.41552,55.84341,-3.4158,55.84345,-3.41587,55.84349,-3.41591,55.84354,-3.41595,55.84359,-3.41595,55.8436,-3.41595,55.84376,-3.41602,55.84384,-3.41606,55.84398,-3.41619,55.84411,-3.41632,55.84419,-3.41646,55.84422,-3.41667,55.84428,-3.41672,55.84432,-3.41674,55.84445,-3.4168,55.84447,-3.417,55.84452,-3.41706,55.84455,-3.41729,55.84475,-3.41746,55.845,-3.41757,55.8451,-3.41759,55.84511,-3.41762,55.84512,-3.41767,55.8451,-3.4177,55.84505,-3.41772,55.84501,-3.41775,55.84499,-3.41781,55.84497,-3.41781,55.84497,-3.41782,55.84497,-3.41796,55.84499,-3.41801,55.84501,-3.41811,55.84507,-3.41816,55.84513,-3.41814,55.84516,-3.41814,55.84517,-3.41811,55.84519,-3.41793,55.8452,-3.41793,55.8452,-3.41793,55.8452,-3.41787,55.84523,-3.41785,55.84526,-3.41785,55.84526,-3.41792,55.84539,-3.41785,55.84547,-3.41786,55.8455,-3.4179,55.84554,-3.41794,55.8456,-3.41807,55.8457,-3.41811,55.84574,-3.41817,55.84575,-3.41832,55.8458,-3.41837,55.84582,-3.41881,55.84603,-3.41891,55.84608,-3.41923,55.84615,-3.41932,55.84615,-3.41934,55.84615,-3.41935,55.84599,-3.4194,55.84591,-3.41942,55.84586,-3.41954,55.84574,-3.41963,55.8457,-3.41965,55.8457,-3.41968,55.8457,-3.41976,55.84569,-3.41994,55.8458,-3.41994,55.8458,-3.42008,55.84583,-3.4201,55.84583,-3.42015,55.84589,-3.42015,55.84589,-3.42016,55.84596,-3.42011,55.84607,-3.42004,55.84615,-3.41992,55.84622,-3.41968,55.84628,-3.41944,55.84641,-3.41889,55.84687,-3.41889,55.84689,-3.41885,55.84699,-3.41884,55.84713,-3.41889,55.84743,-3.41895,55.8476,-3.41898,55.84771,-3.41899,55.84775,-3.419,55.84781,-3.41898,55.84791,-3.41886,55.84807,-3.41878,55.84813,-3.41855,55.84823,-3.41822,55.84848,-3.41808,55.84856,-3.41749,55.84889,-3.41729,55.84905,-3.4172,55.84915,-3.41713,55.84929,-3.41709,55.84965,-3.41702,55.84974,-3.41696,55.84978,-3.41679,55.8499,-3.41659,55.84998,-3.41615,55.85003,-3.41577,55.85,-3.41576,55.85,-3.4156,55.85007,-3.41539,55.85027,-3.41532,55.85044,-3.41524,55.85066,-3.41514,55.85079,-3.41498,55.85093,-3.41488,55.85103,-3.41473,55.85128,-3.41472,55.85131,-3.4147,55.85142,-3.41476,55.85154,-3.41478,55.85157,-3.4149,55.85165,-3.41515,55.85173,-3.41518,55.85174,-3.41537,55.85181,-3.41547,55.85187,-3.41556,55.85198,-3.41558,55.85211,-3.41559,55.85221,-3.41566,55.85241,-3.4159,55.85278,-3.41595,55.85283,-3.41598,55.85286,-3.41635,55.85311,-3.41662,55.85333,-3.41667,55.8534,-3.41672,55.85357,-3.41668,55.8537,-3.41667,55.85374,-3.41662,55.85381,-3.41659,55.85385,-3.41654,55.85388,-3.41638,55.854,-3.41632,55.85406,-3.41625,55.85418,-3.41624,55.85426,-3.41623,55.85433,-3.41616,55.85439,-3.41585,55.85447,-3.41581,55.85448,-3.41535,55.85452,-3.41529,55.85453,-3.4151,55.85457,-3.41495,55.85457,-3.41466,55.85453,-3.41456,55.85449,-3.41437,55.85444,-3.4143,55.8544,-3.4142,55.85436,-3.41415,55.85426,-3.41405,55.85421,-3.41397,55.85417,-3.41381,55.85414,-3.41376,55.85413,-3.41375,55.85413,-3.41352,55.85414,-3.41341,55.85418,-3.4134,55.85419,-3.41335,55.85424,-3.41327,55.85444,-3.41318,55.8546,-3.41313,55.85468,-3.4128,55.85502,-3.41273,55.85513,-3.41273,55.85514,-3.4127,55.85522,-3.41268,55.8553,-3.41266,55.85547,-3.41268,55.85565,-3.41276,55.85587,-3.41285,55.85597,-3.41294,55.856,-3.41296,55.85601,-3.41302,55.85603,-3.41333,55.85609,-3.41374,55.85614,-3.41407,55.85613,-3.41408,55.85613,-3.41416,55.85615,-3.41513,55.85652,-3.41516,55.85655,-3.41533,55.85666,-3.41538,55.85674,-3.4154,55.85677,-3.41554,55.8573,-3.41585,55.85769,-3.41587,55.8577,-3.41609,55.85778,-3.41631,55.85781,-3.41652,55.85784,-3.41691,55.85797,-3.41697,55.85799,-3.41699,55.85799,-3.41704,55.85801,-3.41756,55.85823,-3.41774,55.85834,-3.41784,55.8585,-3.41785,55.85852,-3.41784,55.85859,-3.41784,55.85859,-3.41784,55.85859,-3.41777,55.85867,-3.41769,55.85871,-3.41762,55.85872,-3.4176,55.85873,-3.41689,55.85884,-3.41683,55.85888,-3.41664,55.859,-3.41651,55.85915,-3.41649,55.8592,-3.41649,55.85923,-3.41652,55.85929,-3.41655,55.85936,-3.41663,55.85941,-3.41684,55.85945,-3.41685,55.85946,-3.41694,55.85958,-3.41695,55.8597,-3.41702,55.85987,-3.41702,55.86,-3.41701,55.86003,-3.41698,55.86015,-3.41687,55.86029,-3.41686,55.8603,-3.41677,55.86036,-3.4164,55.86062,-3.4164,55.86062,-3.41616,55.86069,-3.41591,55.86071,-3.41577,55.86072,-3.41555,55.86071,-3.41545,55.8607,-3.41522,55.86066,-3.41491,55.86057,-3.41479,55.86053,-3.4147,55.86052,-3.41456,55.86051,-3.41437,55.86052,-3.41429,55.86052,-3.41422,55.86054,-3.41409,55.86059,-3.41403,55.8607,-3.41395,55.86074,-3.4139,55.86077,-3.41383,55.86083,-3.41371,55.86107,-3.41373,55.86124,-3.41376,55.8614,-3.41373,55.86149,-3.41368,55.86156,-3.41368,55.86156,-3.41364,55.86162,-3.41345,55.86175,-3.41324,55.86184,-3.41251,55.862,-3.41239,55.86206,-3.41234,55.86216,-3.41221,55.86224,-3.41218,55.86225,-3.41207,55.86231,-3.412,55.86238,-3.41188,55.86277,-3.41111,55.86325,-3.41067,55.86365,-3.41066,55.86365,-3.41059,55.86377,-3.41055,55.86384,-3.41048,55.86396,-3.41045,55.86407,-3.41049,55.86429,-3.41049,55.86429,-3.41063,55.8645,-3.41066,55.86453,-3.41064,55.86463,-3.41057,55.8647,-3.41051,55.86477,-3.41003,55.86511,-3.41,55.86513,-3.40982,55.86524,-3.40966,55.86531,-3.40945,55.86539,-3.4093,55.86542,-3.40913,55.86543,-3.40903,55.86544,-3.40883,55.86544,-3.40882,55.86544,-3.4086,55.8654,-3.40855,55.86539,-3.40808,55.86527,-3.40797,55.86525,-3.40774,55.86525,-3.40769,55.86525,-3.40729,55.8652,-3.40686,55.86512,-3.40599,55.86503,-3.40566,55.865,-3.40562,55.86501,-3.40555,55.86504,-3.40548,55.8651,-3.40539,55.86518,-3.40518,55.8653,-3.40458,55.86539,-3.40447,55.86542,-3.40433,55.86552,-3.40429,55.86554,-3.40422,55.86563,-3.40425,55.86576,-3.40427,55.8659,-3.40409,55.86616,-3.4039,55.86637,-3.40388,55.86638,-3.40377,55.86646,-3.40363,55.86656,-3.40347,55.86678,-3.40333,55.8669,-3.40326,55.86697,-3.40325,55.86698,-3.40268,55.86727,-3.40208,55.86741,-3.40207,55.86742,-3.40186,55.86749,-3.40166,55.86763,-3.40139,55.86786,-3.40106,55.86805,-3.4008,55.86822,-3.40061,55.86837,-3.4004,55.86851,-3.40029,55.86862,-3.40024,55.86868,-3.40007,55.86875,-3.39998,55.86878,-3.39984,55.86879,-3.39943,55.86879,-3.39877,55.86889,-3.39861,55.8689,-3.39793,55.86883,-3.39792,55.86883,-3.39741,55.8687,-3.39721,55.86868,-3.39709,55.86866,-3.397,55.86864,-3.39678,55.86865,-3.3966,55.86868,-3.3967,55.86882,-3.39687,55.86908,-3.39695,55.8691,-3.39714,55.86916,-3.3973,55.86927,-3.39741,55.8693,-3.39751,55.86936,-3.39751,55.86941,-3.39763,55.86943,-3.39764,55.86949,-3.39779,55.86956,-3.39783,55.86961,-3.39786,55.86966,-3.39794,55.86968,-3.39799,55.86969,-3.39805,55.86974,-3.39821,55.86988,-3.39838,55.87007,-3.39846,55.87016,-3.39847,55.87017,-3.39858,55.87029,-3.39869,55.87038,-3.39872,55.87041,-3.39908,55.87063,-3.39909,55.87064,-3.3991,55.87065,-3.39958,55.87091,-3.39961,55.87092,-3.3998,55.87081,-3.3999,55.87075,-3.39999,55.87073,-3.40003,55.87074,-3.40014,55.87075,-3.40019,55.87074,-3.40029,55.87074,-3.40056,55.87086,-3.39536,55.87313,-3.39252,55.87435,-3.39248,55.8743,-3.39043,55.87529,-3.39259,55.87821,-3.39234,55.87887,-3.391,55.87877,-3.3885,55.87912,-3.38549,55.8799,-3.38462,55.87873,-3.38363,55.87928,-3.38223,55.88001,-3.37883,55.88096,-3.3773,55.8806,-3.37471,55.88018,-3.37055,55.88693,-3.36848,55.88708,-3.36543,55.88733,-3.36142,55.88692,-3.36086,55.88463,-3.36043,55.8845,-3.3604,55.88434,-3.36021,55.88366,-3.35938,55.88352,-3.35863,55.8833,-3.35867,55.88278,-3.35733,55.88179,-3.35772,55.88161,-3.35781,55.88151,-3.35753,55.8811,-3.35686,55.88121,-3.35663,55.88104,-3.35614,55.88068,-3.3542,55.87964,-3.35415,55.87959,-3.35389,55.87959,-3.3536,55.87903,-3.35221,55.878,-3.3502,55.87877,-3.35031,55.87943,-3.35037,55.87982",S01008417,0,1,S01008417,0,20191.72142,10299931.77,1,20191.7214196,10299931.7674,1
,,,MultiPolygon,"-3.29809,55.86423,-3.29813,55.8642,-3.30087,55.86237,-3.30149,55.86202,-3.30249,55.86133,-3.30782,55.85777,-3.30798,55.85766,-3.3088,55.85709,-3.3095,55.85664,-3.30982,55.85645,-3.30983,55.85644,-3.31337,55.85402,-3.31431,55.85338,-3.31471,55.85311,-3.31494,55.85297,-3.31571,55.8525,-3.31958,55.84991,-3.3201,55.84956,-3.32105,55.8489,-3.32149,55.84862,-3.32281,55.84774,-3.32353,55.84727,-3.32401,55.84693,-3.3245,55.84661,-3.32595,55.84564,-3.32746,55.84457,-3.32788,55.8443,-3.32818,55.84409,-3.33034,55.84272,-3.33075,55.84241,-3.33088,55.84233,-3.33281,55.84105,-3.33473,55.83975,-3.33575,55.8391,-3.33864,55.83715,-3.34166,55.83515,-3.34256,55.83452,-3.34359,55.83386,-3.3449,55.83296,-3.34649,55.83187,-3.34712,55.83149,-3.34722,55.83143,-3.34727,55.8314,-3.34809,55.83096,-3.34953,55.83019,-3.34957,55.83017,-3.34961,55.8301,-3.3497,55.8299,-3.35006,55.82914,-3.34982,55.82836,-3.3498,55.8283,-3.3498,55.82829,-3.35069,55.82708,-3.35176,55.82664,-3.3524,55.82638,-3.35399,55.82573,-3.35517,55.82522,-3.35594,55.82476,-3.35602,55.82472,-3.35741,55.82501,-3.3579,55.82511,-3.35836,55.82526,-3.35917,55.82552,-3.36003,55.8257,-3.3601,55.8257,-3.3607,55.8257,-3.36151,55.82569,-3.36168,55.82564,-3.36214,55.82554,-3.36334,55.82527,-3.3635,55.82524,-3.36456,55.82495,-3.36596,55.82453,-3.36695,55.82425,-3.36761,55.82406,-3.36902,55.82406,-3.36905,55.82406,-3.36934,55.82404,-3.36954,55.824,-3.37018,55.82365,-3.37042,55.82352,-3.37063,55.82341,-3.37212,55.82259,-3.37214,55.82258,-3.37243,55.8224,-3.37252,55.82233,-3.3727,55.82219,-3.37296,55.8219,-3.37319,55.82159,-3.37493,55.82112,-3.37543,55.821,-3.37624,55.8208,-3.37687,55.82064,-3.37767,55.82046,-3.37776,55.82044,-3.37815,55.82036,-3.3786,55.82027,-3.37869,55.82027,-3.37876,55.82029,-3.37928,55.82043,-3.37962,55.82038,-3.3816,55.82013,-3.38269,55.82013,-3.38436,55.82013,-3.38468,55.82012,-3.38528,55.82009,-3.3859,55.82004,-3.38638,55.82001,-3.38641,55.82001,-3.38693,55.8198,-3.38801,55.81941,-3.39006,55.819,-3.39044,55.81892,-3.39126,55.81874,-3.39126,55.81874,-3.39174,55.81875,-3.39289,55.81898,-3.39334,55.8191,-3.3936,55.81921,-3.39478,55.81969,-3.39476,55.8197,-3.39439,55.81996,-3.39421,55.82009,-3.39338,55.82071,-3.39294,55.82108,-3.3928,55.82119,-3.3927,55.82137,-3.39265,55.82149,-3.3924,55.8221,-3.39227,55.82235,-3.39209,55.82261,-3.39152,55.82337,-3.39083,55.82392,-3.3908,55.82405,-3.39082,55.82437,-3.39087,55.82497,-3.39101,55.82531,-3.39213,55.82686,-3.39219,55.82693,-3.39219,55.82694,-3.39439,55.82925,-3.3951,55.83012,-3.39541,55.83053,-3.39597,55.83128,-3.39606,55.83135,-3.39589,55.83142,-3.39582,55.83145,-3.39581,55.83146,-3.39586,55.83151,-3.39591,55.83155,-3.39593,55.83159,-3.39599,55.83169,-3.39604,55.83171,-3.39623,55.83179,-3.39638,55.83198,-3.39671,55.83216,-3.39675,55.83223,-3.39676,55.83227,-3.39676,55.83235,-3.39682,55.8324,-3.39682,55.83241,-3.39683,55.83242,-3.39731,55.83261,-3.39783,55.83279,-3.39787,55.8328,-3.39847,55.83296,-3.3985,55.83296,-3.39869,55.83299,-3.39881,55.83299,-3.39899,55.833,-3.39935,55.83301,-3.39967,55.83298,-3.39981,55.83299,-3.39991,55.83299,-3.4,55.83303,-3.4001,55.83307,-3.40022,55.83308,-3.40032,55.83312,-3.40037,55.83313,-3.40057,55.83327,-3.40076,55.83334,-3.40081,55.83335,-3.40087,55.83339,-3.40094,55.83344,-3.4015,55.83355,-3.40225,55.83383,-3.40248,55.83387,-3.40265,55.83393,-3.40276,55.83397,-3.40286,55.83403,-3.40298,55.83417,-3.40303,55.83422,-3.40312,55.83426,-3.40312,55.83426,-3.40321,55.83426,-3.40328,55.83426,-3.40341,55.83422,-3.40347,55.8342,-3.40355,55.8342,-3.40361,55.83425,-3.40361,55.83425,-3.40406,55.83443,-3.40408,55.83444,-3.40427,55.83497,-3.40426,55.83506,-3.40426,55.83507,-3.40427,55.83511,-3.40431,55.83513,-3.40432,55.83513,-3.40505,55.83522,-3.40518,55.8353,-3.40521,55.83531,-3.40528,55.83534,-3.40546,55.8354,-3.40549,55.83543,-3.40556,55.83549,-3.40564,55.8355,-3.40574,55.83556,-3.40584,55.83564,-3.40588,55.83583,-3.40587,55.83591,-3.40587,55.83595,-3.40587,55.83599,-3.40589,55.83604,-3.40618,55.83626,-3.40629,55.83635,-3.40657,55.83662,-3.40669,55.83673,-3.40672,55.83676,-3.40683,55.83682,-3.407,55.837,-3.40703,55.83704,-3.40707,55.83706,-3.40716,55.83712,-3.40716,55.83713,-3.40727,55.83716,-3.40752,55.83718,-3.40753,55.83718,-3.40765,55.83723,-3.40772,55.83727,-3.4079,55.83739,-3.40795,55.83743,-3.40802,55.8375,-3.40802,55.83754,-3.40807,55.8376,-3.40812,55.83764,-3.40828,55.83775,-3.40838,55.83778,-3.40849,55.83782,-3.40854,55.83782,-3.40862,55.83782,-3.40917,55.83791,-3.40926,55.83793,-3.40882,55.83815,-3.39674,55.84457,-3.39635,55.84446,-3.37905,55.85254,-3.37727,55.85397,-3.37792,55.85648,-3.37526,55.86,-3.37466,55.86334,-3.37231,55.86567,-3.37098,55.86692,-3.36622,55.86431,-3.36304,55.86554,-3.36225,55.86582,-3.36225,55.86669,-3.36345,55.86768,-3.36308,55.86843,-3.36353,55.86872,-3.36138,55.87057,-3.35998,55.87167,-3.35905,55.87258,-3.3571,55.87436,-3.35531,55.87299,-3.35472,55.87303,-3.35352,55.87439,-3.35207,55.87322,-3.35028,55.87421,-3.34718,55.87594,-3.3469,55.87542,-3.34648,55.87467,-3.34588,55.87482,-3.3459,55.87485,-3.34498,55.87506,-3.34496,55.87502,-3.34478,55.87506,-3.34473,55.87526,-3.34531,55.87602,-3.34416,55.87645,-3.34405,55.87651,-3.34263,55.87708,-3.34256,55.87698,-3.34073,55.8777,-3.34015,55.87792,-3.33968,55.87807,-3.33923,55.87819,-3.33882,55.87833,-3.33814,55.8786,-3.33769,55.87791,-3.33763,55.87792,-3.33753,55.87779,-3.33731,55.87747,-3.33737,55.87743,-3.33712,55.87706,-3.3369,55.87673,-3.33594,55.8753,-3.33584,55.87532,-3.33569,55.87511,-3.33534,55.87454,-3.33541,55.87452,-3.33494,55.87369,-3.33428,55.87258,-3.3336,55.87151,-3.33325,55.87103,-3.32936,55.87288,-3.3288,55.87421,-3.33014,55.87489,-3.32971,55.87513,-3.32866,55.87564,-3.32816,55.87589,-3.32737,55.87632,-3.32714,55.87642,-3.32708,55.87645,-3.32666,55.8765,-3.32655,55.8765,-3.32622,55.87651,-3.32595,55.87645,-3.32541,55.87626,-3.32521,55.87619,-3.32426,55.87602,-3.3233,55.87607,-3.31944,55.87864,-3.32447,55.88156,-3.3226,55.88262,-3.32187,55.88303,-3.32103,55.88257,-3.31716,55.88447,-3.31543,55.88526,-3.30847,55.88122,-3.30441,55.88035,-3.30228,55.87879,-3.30113,55.87799,-3.2992,55.87607,-3.30251,55.87467,-3.30401,55.87421,-3.30556,55.87412,-3.30483,55.87394,-3.30442,55.87345,-3.30415,55.87246,-3.30418,55.87119,-3.30397,55.8702,-3.30149,55.86757,-3.30112,55.86763,-3.2989,55.86543,-3.29809,55.86423",S01008418,0,2,S01008418,0,25944.86179,23570497.47,1,25944.8617866,23570497.471,1
,,,MultiPolygon,"-3.3226,55.88262,-3.32447,55.88156,-3.31944,55.87864,-3.3233,55.87607,-3.32426,55.87602,-3.32521,55.87619,-3.32541,55.87626,-3.32595,55.87645,-3.32622,55.87651,-3.32655,55.8765,-3.32666,55.8765,-3.32708,55.87645,-3.32714,55.87642,-3.32737,55.87632,-3.32816,55.87589,-3.32866,55.87564,-3.32971,55.87513,-3.33014,55.87489,-3.3288,55.87421,-3.32936,55.87288,-3.33325,55.87103,-3.3336,55.87151,-3.33428,55.87258,-3.33494,55.87369,-3.33541,55.87452,-3.33534,55.87454,-3.33569,55.87511,-3.33584,55.87532,-3.33594,55.8753,-3.3369,55.87673,-3.33712,55.87706,-3.33737,55.87743,-3.33731,55.87747,-3.33753,55.87779,-3.33699,55.87803,-3.33748,55.87873,-3.33695,55.87886,-3.33724,55.87928,-3.33753,55.87968,-3.3375,55.87987,-3.33783,55.88037,-3.33804,55.88069,-3.33824,55.88064,-3.33843,55.88093,-3.33914,55.88114,-3.33893,55.8814,-3.33906,55.88144,-3.33941,55.88154,-3.3393,55.8818,-3.33913,55.88219,-3.33903,55.88242,-3.33822,55.88231,-3.3382,55.88256,-3.33818,55.88274,-3.33818,55.88292,-3.33818,55.88294,-3.33818,55.88302,-3.33814,55.88305,-3.33825,55.88314,-3.3384,55.88327,-3.3379,55.88351,-3.33779,55.88356,-3.33757,55.88381,-3.33752,55.88403,-3.33752,55.88411,-3.33754,55.8843,-3.33761,55.88459,-3.33769,55.88487,-3.33788,55.88518,-3.33773,55.88606,-3.33723,55.88699,-3.33622,55.88859,-3.33577,55.88897,-3.33542,55.88898,-3.3343,55.88897,-3.33423,55.88887,-3.33418,55.88882,-3.33362,55.88881,-3.3334,55.8888,-3.33351,55.88907,-3.33299,55.88919,-3.33297,55.88916,-3.33249,55.88928,-3.33253,55.88931,-3.33142,55.88957,-3.33118,55.88963,-3.331,55.88946,-3.33133,55.88934,-3.33132,55.88931,-3.33155,55.88917,-3.33108,55.88888,-3.33059,55.88852,-3.32874,55.88725,-3.32864,55.88725,-3.32854,55.88719,-3.32715,55.8863,-3.32506,55.88488,-3.3226,55.88262",S01008419,0,3,S01008419,0,5738.935106,1366456.875,1,5738.93510576,1366456.8747,1
,,,MultiPolygon,"-3.33753,55.87779,-3.33763,55.87792,-3.33769,55.87791,-3.33814,55.8786,-3.33882,55.87833,-3.33923,55.87819,-3.33968,55.87807,-3.34015,55.87792,-3.34073,55.8777,-3.34256,55.87698,-3.34263,55.87708,-3.34312,55.87777,-3.34349,55.87835,-3.34415,55.87934,-3.34378,55.87943,-3.34382,55.87951,-3.34397,55.87975,-3.34399,55.87989,-3.34352,55.8801,-3.34311,55.88023,-3.34296,55.87998,-3.34267,55.88003,-3.3427,55.88012,-3.34243,55.88016,-3.34218,55.87983,-3.3425,55.87977,-3.34225,55.87946,-3.34136,55.87966,-3.34106,55.87978,-3.34078,55.8799,-3.34063,55.8798,-3.34055,55.87974,-3.34037,55.8798,-3.3401,55.87991,-3.34003,55.87986,-3.33987,55.87993,-3.34002,55.88005,-3.34003,55.88005,-3.33989,55.8801,-3.33981,55.88002,-3.33972,55.88005,-3.33925,55.88022,-3.33936,55.88042,-3.33953,55.8808,-3.33955,55.88093,-3.33956,55.881,-3.33914,55.88114,-3.33843,55.88093,-3.33824,55.88064,-3.33804,55.88069,-3.33783,55.88037,-3.3375,55.87987,-3.33753,55.87968,-3.33724,55.87928,-3.33695,55.87886,-3.33748,55.87873,-3.33699,55.87803,-3.33753,55.87779",S01008420,0,4,S01008420,0,1890.096713,105196.6891,1,1890.09671266,105196.68905,1
,,,MultiPolygon,"-3.33788,55.88518,-3.33769,55.88487,-3.33761,55.88459,-3.33754,55.8843,-3.33752,55.88411,-3.33752,55.88403,-3.33757,55.88381,-3.33779,55.88356,-3.3379,55.88351,-3.3384,55.88327,-3.33825,55.88314,-3.33814,55.88305,-3.33818,55.88302,-3.33818,55.88294,-3.33818,55.88292,-3.33818,55.88274,-3.3382,55.88256,-3.33822,55.88231,-3.33903,55.88242,-3.33913,55.88219,-3.3393,55.8818,-3.33941,55.88154,-3.33906,55.88144,-3.33893,55.8814,-3.33914,55.88114,-3.33956,55.881,-3.33955,55.88093,-3.33953,55.8808,-3.33936,55.88042,-3.33925,55.88022,-3.33972,55.88005,-3.33981,55.88002,-3.33989,55.8801,-3.34003,55.88005,-3.34002,55.88005,-3.33987,55.87993,-3.34003,55.87986,-3.3401,55.87991,-3.34037,55.8798,-3.34055,55.87974,-3.34063,55.8798,-3.34078,55.8799,-3.34106,55.87978,-3.34136,55.87966,-3.34225,55.87946,-3.3425,55.87977,-3.34218,55.87983,-3.34243,55.88016,-3.3427,55.88012,-3.34267,55.88003,-3.34296,55.87998,-3.34311,55.88023,-3.34352,55.8801,-3.34399,55.87989,-3.34428,55.87983,-3.34461,55.87974,-3.34554,55.87937,-3.34578,55.87959,-3.34653,55.88016,-3.34565,55.88049,-3.34541,55.88058,-3.34528,55.88065,-3.34454,55.88091,-3.34432,55.88098,-3.34368,55.88119,-3.34309,55.88172,-3.3424,55.88238,-3.34228,55.88248,-3.34107,55.88379,-3.34091,55.88392,-3.34089,55.88391,-3.34067,55.88378,-3.34062,55.88372,-3.34049,55.88383,-3.34027,55.88393,-3.3401,55.88403,-3.33973,55.88354,-3.33962,55.88349,-3.33948,55.88331,-3.33948,55.88342,-3.33949,55.88344,-3.33901,55.88361,-3.33901,55.88362,-3.33895,55.88364,-3.33913,55.88382,-3.33923,55.88378,-3.33932,55.88383,-3.33952,55.88379,-3.33995,55.88411,-3.33987,55.88414,-3.33978,55.88419,-3.34011,55.88432,-3.34005,55.88437,-3.34029,55.88447,-3.34033,55.88449,-3.34014,55.88456,-3.34011,55.88462,-3.34059,55.88474,-3.34045,55.88483,-3.33984,55.88477,-3.33961,55.88478,-3.33949,55.88481,-3.33954,55.88493,-3.33926,55.88489,-3.3392,55.8849,-3.33924,55.88506,-3.33874,55.88533,-3.33852,55.88535,-3.33788,55.88518",S01008421,0,5,S01008421,0,2645.609037,146544.0702,1,2645.60903691,146544.070175,1
