X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area
324964.979076784,672981.499999799,S01008663,6.84,569,5,67,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1762.03558243,50560.5991845
324923.062845342,672751.152499942,S01008664,3.66,460,4,46,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1266.08344605,27725.8121604
324768.02965054,672815.50000019,S01008665,6.84,569,5,49,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2060.81124364,91172.6797864
325122.116813602,672596.190000825,S01008666,3.66,460,4,75,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2172.49572031,139699.53299
325444.144761855,672782.500000612,S01008667,8.98,591,5,105,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3633.56252782,323484.990927
326399.875799518,672321.0,S01008668,5.8,551,5,54,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",930.315449861,24414.045422
326432.47152856,672471.248000099,S01008669,5.8,551,5,71,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",821.205103576,24366.7682715
326324.076764971,672576.99999928,S01008670,5.8,551,5,94,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1163.45152142,52318.3730165
326259.37460014,672753.499999742,S01008671,5.8,551,5,88,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",987.974252304,27465.0243535
326285.363477318,672879.699000511,S01008672,5.8,551,5,87,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",847.968613264,31476.5300095
325696.556006375,672961.919500366,S01008673,8.98,591,5,122,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3287.69699481,295986.57525
325559.982467554,673379.526498919,S01008674,6.84,569,5,72,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2215.06957804,97716.771875
325214.987105463,673458.816499515,S01008675,6.84,569,5,50,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3210.63783951,200589.196818
325940.146204887,674171.99999919,S01008676,5.32,538,5,19,"Princes Street Gardens East & West,Holyrood Park",4133.36951691,294763.155287
325397.020432165,673883.0,S01008677,5.32,538,5,39,"Princes Street Gardens East & West,Holyrood Park",5369.61066024,438908.524775
325835.30041328,673393.825500425,S01008678,8.98,591,5,80,"Princes Street Gardens East & West,Holyrood Park",2320.59055627,117001.471918
326096.701223143,673514.59599981,S01008679,8.98,591,5,51,"Princes Street Gardens East & West,Holyrood Park",1729.05664095,102133.03871
326061.601103753,673118.0,S01008680,5.8,551,5,70,"Princes Street Gardens East & West,Holyrood Park",1473.32174926,51285.7486151
326270.743492472,673116.55249926,S01008681,5.8,551,5,71,"Princes Street Gardens East & West,Holyrood Park",1474.39089909,59491.0782295
326437.426104036,673009.500000033,S01008682,7.47,586,5,112,"Princes Street Gardens East & West,Holyrood Park",1969.53407061,80402.8481086
326246.854893444,673327.430000825,S01008683,5.8,551,5,79,"Princes Street Gardens East & West,Holyrood Park",2305.21804369,90258.4881655
327443.038949901,673196.5,S01008684,9.15,595,5,196,"Princes Street Gardens East & West,Holyrood Park",7893.07732128,2360279.28668
326478.695430496,673792.99949966,S01008685,2.14,306,2,51,Holyrood Park,2976.31601225,171214.990188
327477.847443181,674057.499999859,S01008686,2.14,306,2,82,Holyrood Park,4628.96884643,369869.85921
327124.463332769,674132.902999623,S01008687,2.14,306,2,43,Holyrood Park,700.036551048,27323.1767205
327350.410039498,674209.059999693,S01008688,2.14,306,2,56,Holyrood Park,1354.44019235,64447.787969
327016.191028412,674584.839999022,S01008689,2.14,306,2,14,Holyrood Park,1201.06886216,40274.7695169
327292.877370789,674562.500000581,S01008690,2.14,306,2,32,Holyrood Park,1787.29008661,120314.78919
327865.262155399,674320.500000578,S01008691,2.14,306,2,59,Holyrood Park,2505.10053905,211060.096188
327616.5250739,674738.84250065,S01008692,2.14,306,2,13,Holyrood Park,2156.3911089,175657.555163
328155.246475468,674513.500001232,S01008693,2.14,306,2,15,Holyrood Park,1651.1860317,92133.508355
328039.951728051,674060.499999,S01008694,3.82,492,4,62,"Holyrood Park,Meadowfield Park",1378.96622472,45906.7417409
328315.726481636,674121.33300098,S01008695,3.82,492,4,56,"Holyrood Park,Meadowfield Park",2017.24772119,68705.8972699
328270.92768137,673932.784999486,S01008696,3.82,492,4,53,"Holyrood Park,Meadowfield Park",1255.10414264,52763.8185015
328468.84598009,673413.5,S01008697,3.82,492,4,64,"Holyrood Park,Meadowfield Park",4070.1565649,413597.340667
328955.496279263,673330.499999618,S01008698,6.02,566,5,32,"Holyrood Park,Meadowfield Park,Figgate Burn Park",2691.25791844,118049.698283
328825.302988547,673071.0,S01008699,5.49,540,5,19,"Holyrood Park,Meadowfield Park",2000.14883498,104951.68369
328865.717952994,672578.499500821,S01008700,9.57,597,5,77,"Holyrood Park,Meadowfield Park",5774.47012487,1278636.32495
329218.653102286,671879.679000237,S01008701,5.75,549,5,57,"Craigmillar Castle Park inc Hawkhill,Jewel Park,Hunters Hall Park (JKC)",3190.68426094,355287.0682
328558.968271412,671876.161999695,S01008702,5.75,549,5,21,"Craigmillar Castle Park inc Hawkhill,Jewel Park",3178.42058985,253821.445424
328624.079753978,671455.775500502,S01008703,4.53,513,4,18,Craigmillar Castle Park inc Hawkhill,1358.3192944,97936.0019231
329716.901627208,670332.499999784,S01008704,9.53,596,5,105,Craigmillar Castle Park inc Hawkhill,19832.7442181,4078015.31558
329124.665712255,671551.770499649,S01008705,4.53,513,4,16,Craigmillar Castle Park inc Hawkhill,1514.40889117,91880.1104436
329806.104032362,671826.0,S01008706,2.7,416,3,69,Craigmillar Castle Park inc Hawkhill,1710.26545401,93428.7917859
329984.830846174,671486.248500354,S01008707,5.56,541,5,47,"Craigmillar Castle Park inc Hawkhill,Jewel Park,Hunters Hall Park (JKC)",2594.71573683,96681.5272051
329931.589662301,671227.584999556,S01008708,2.7,416,3,28,"Hunters Hall Park (JKC),Jewel Park",3097.8387815,188739.564621
330045.276862115,671575.181999625,S01008709,2.7,416,3,63,"Hunters Hall Park (JKC),Jewel Park",1825.11218862,93160.7494506
330021.934869713,671930.940999356,S01008710,2.7,416,3,70,"Hunters Hall Park (JKC),Jewel Park",1160.64261233,75125.6929725
330309.489075755,671803.0,S01008711,2.7,416,3,70,"Hunters Hall Park (JKC),Jewel Park",1983.17990006,185328.179446
330115.226145795,672341.500000112,S01008712,2.7,416,3,65,"Hunters Hall Park (JKC),Jewel Park",3510.02723595,328087.92148
330655.059408975,672587.000499984,S01008713,1.22,248,2,40,Jewel Park,1446.11567438,69410.987108
330604.158434245,672721.031999491,S01008714,1.22,248,2,43,"Jewel Park,Figgate Burn Park",1941.69336597,103943.107386
331070.744668922,672661.602499618,S01008715,1.22,248,2,11,Jewel Park,2772.56300611,264941.712436
331010.04055672,673081.548500052,S01008716,0,1,1,0,,1267.43544727,91629.1081076
331036.436088852,672308.991500558,S01008717,1.22,248,2,44,"Jewel Park,Hunters Hall Park (JKC)",2209.3117641,170965.841526
330595.941515352,672197.641999817,S01008718,2.7,416,3,62,"Jewel Park,Hunters Hall Park (JKC)",2272.67036382,134613.165211
330676.130016148,671856.909499435,S01008719,2.7,416,3,67,"Jewel Park,Hunters Hall Park (JKC)",2279.72424703,177608.937477
331530.272123762,671628.149999965,S01008720,2.7,416,3,22,"Jewel Park,Hunters Hall Park (JKC)",6834.1345018,1158211.29713
331947.088490166,672490.19749988,S01008721,0,1,1,0,,4834.39254692,827202.890813
332305.894952621,673138.340749398,S01008722,0,1,1,0,,3138.93813885,366574.512403
331612.766266521,672777.903499169,S01008723,0,1,1,0,,1947.71589983,192224.399854
331502.271565667,673139.600499414,S01008724,0,1,1,0,,2379.86408709,231895.741258
331422.096085803,673543.760500602,S01008725,0,1,1,0,,1916.04102896,121132.66668
331103.91801052,673468.024500956,S01008726,0,1,1,1,Figgate Burn Park,2067.50384434,112362.041452
331052.856009592,673744.042000015,S01008727,0,1,1,0,,2182.28732992,157392.712783
330688.88238998,673684.142499594,S01008728,2.2,357,3,6,Figgate Burn Park,1226.74183202,56908.6559579
330411.261429645,673815.896000566,S01008729,2.2,357,3,23,Figgate Burn Park,2591.98638686,134917.590327
330692.757750708,674075.200000764,S01008730,2.2,357,3,5,Figgate Burn Park,1971.13243574,93051.3963023
330482.626932895,674099.46149952,S01008731,2.2,357,3,5,Figgate Burn Park,1598.6660892,60920.6163854
330325.827678835,673982.192500566,S01008732,2.2,357,3,9,Figgate Burn Park,1683.98847499,54563.0620425
329960.679849825,674650.650000039,S01008733,2.2,357,3,23,Figgate Burn Park,5773.23331843,554353.994424
330629.150612625,673355.617000485,S01008734,3.42,455,4,31,"Figgate Burn Park,Jewel Park",5588.11597957,630340.749865
330128.981493999,673138.0,S01008735,3.42,455,4,60,"Figgate Burn Park,Jewel Park",2677.59422367,223485.014814
330004.27473827,672547.499999148,S01008736,3.42,455,4,50,"Jewel Park,Figgate Burn Park",2822.51541963,227953.344592
329334.381060148,673105.377499968,S01008737,3.42,455,4,52,"Jewel Park,Meadowfield Park,Figgate Burn Park",3154.92773292,213063.228065
329787.25708216,673223.400999566,S01008738,2.2,357,3,23,Figgate Burn Park,3064.98215686,180435.98112
329519.460639119,673572.499999632,S01008739,2.2,357,3,23,Figgate Burn Park,1390.34147333,70027.7280866
329705.279561287,673854.499500664,S01008740,2.2,357,3,23,Figgate Burn Park,2358.55214565,156151.500999
329281.022851038,673880.20299937,S01008741,2.2,357,3,22,Figgate Burn Park,2415.75274627,133442.866212
328906.412521211,674061.499999209,S01008742,4.34,512,4,22,"Holyrood Park,Figgate Burn Park",2896.3765576,193044.033099
329198.324602201,673311.500000034,S01008743,3.88,498,4,28,"Meadowfield Park,Holyrood Park,Figgate Burn Park",1795.66325286,122614.440989
329027.323925605,673593.99999942,S01008744,6.02,566,5,42,"Holyrood Park,Meadowfield Park,Figgate Burn Park",2069.8558237,152735.848887
328613.449097904,673988.406500082,S01008745,3.82,492,4,28,"Holyrood Park,Meadowfield Park",1474.14900919,62400.4850051
328566.346201262,674283.757000408,S01008746,3.82,492,4,32,"Holyrood Park,Meadowfield Park",2103.6186501,99666.8029475
329652.714545136,674198.390499908,S01008747,2.2,357,3,8,Figgate Burn Park,1847.21313785,183722.973616
329470.591387549,674539.499999382,S01008748,0,1,1,0,,1804.8794772,148256.0415
329092.65584036,674959.0,S01008749,2.2,357,3,3,Figgate Burn Park,5324.37942752,695594.566589
329137.422081648,674493.500500206,S01008750,0,1,1,0,,2090.70339778,158624.379731
328845.95998621,674475.514500677,S01008751,2.14,306,2,12,Holyrood Park,2079.79050523,107731.03766
328782.026536225,674644.692999477,S01008752,0,1,1,0,,1924.19578729,107776.202373
328622.307522519,674876.298500662,S01008753,0,1,1,0,,1116.44714678,54496.6548411
328436.500134056,674814.189500749,S01008754,0,1,1,0,,1617.25350645,61586.939294
328414.130990858,674610.102999795,S01008755,2.14,306,2,12,Holyrood Park,1754.52648473,75490.1955245
328140.084093824,674785.007499368,S01008756,0,1,1,0,,1672.49187655,92106.1058235
327888.170982386,674811.907999586,S01008757,0,1,1,0,,1320.04864123,72866.4462452
328361.344791789,675095.219000616,S01008758,2.15,322,2,2,Leith Links,2364.58613348,124516.990517
328296.258469946,675270.99999928,S01008759,2.15,322,2,2,Leith Links,1444.25478863,95166.237571
327970.484161151,675234.397500707,S01008760,2.15,322,2,22,Leith Links,1414.76532545,84290.6107974
327723.751359271,675207.996000133,S01008761,2.15,322,2,12,Leith Links,1408.67186648,61330.5262611
327683.679682328,675303.99999937,S01008762,2.15,322,2,35,Leith Links,1702.60666565,62059.5722216
327582.180450967,675430.499999128,S01008763,2.15,322,2,40,Leith Links,1379.70673322,57988.9114694
327471.98155963,675542.99999928,S01008764,2.15,322,2,40,Leith Links,1643.15631421,60709.8924516
327723.359173135,675685.309499772,S01008765,2.15,322,2,40,Leith Links,1389.73795825,55499.387923
328006.726344216,675613.99999958,S01008766,2.15,322,2,40,Leith Links,2290.7301878,155550.723792
328276.626492857,675647.638500576,S01008767,2.15,322,2,9,Leith Links,1253.33713041,59004.4146796
327637.390445387,676784.468000182,S01008768,2.15,322,2,40,Leith Links,11733.815193,2208029.8809
326459.172940901,677240.187150561,S01008769,2.15,322,2,4,Leith Links,4335.3100788,546047.324868
326082.83858679,677534.399499535,S01008770,0,1,1,0,,2978.80284989,367705.759844
325626.382646333,677305.591000782,S01008771,0,1,1,0,,1820.84159086,136482.419799
325575.553481823,676892.539500911,S01008772,0,1,1,0,,1639.94895605,79510.971747
325789.997541361,676988.489999842,S01008773,0,1,1,0,,3216.63196685,111966.351505
326131.731607953,676730.187499827,S01008774,0,1,1,0,,1936.67926745,101455.607412
326242.606393611,676526.999500331,S01008775,0,1,1,0,,1878.95438742,57817.9307615
326406.419723162,676564.0,S01008776,0,1,1,0,,1139.98299099,54294.3050325
326658.392171537,676614.983499806,S01008777,2.15,322,2,4,Leith Links,1802.50220563,74143.5242666
326942.662087294,676589.707000765,S01008778,2.15,322,2,33,Leith Links,2468.36932231,127572.76806
327249.038214733,676673.251500003,S01008779,2.15,322,2,31,Leith Links,1177.32852706,56114.3888165
327342.527259947,676474.710499439,S01008780,2.15,322,2,40,Leith Links,1905.4186788,52763.6968425
327546.567058928,676381.050999588,S01008781,2.15,322,2,40,Leith Links,1424.51767399,72332.7102074
327256.828030339,676190.499999088,S01008782,2.15,322,2,40,Leith Links,1589.78231807,66439.2342545
327175.870834288,676324.99950018,S01008783,2.15,322,2,40,Leith Links,850.179180745,20878.500127
327186.487259628,676413.499999312,S01008784,2.15,322,2,36,Leith Links,1104.36155825,23898.0437595
327077.697876064,676159.0,S01008785,2.15,322,2,40,Leith Links,1678.10578824,71248.8495351
326865.774395943,676147.459499524,S01008786,2.15,322,2,39,Leith Links,1689.8657412,56739.0876475
326828.787217647,676273.454000598,S01008787,2.15,322,2,27,Leith Links,561.481470037,9367.26849651
326715.816103336,676295.499999386,S01008788,2.15,322,2,31,Leith Links,1390.51625823,48256.327947
326469.992031678,676207.418000155,S01008789,2.15,322,2,19,Leith Links,2120.17963049,121483.262039
326779.978626492,675941.499999121,S01008790,2.15,322,2,38,Leith Links,1647.90929112,55136.1096695
326708.563486833,675741.492500333,S01008791,2.15,322,2,32,Leith Links,1890.83378187,100801.984097
327336.580520384,675923.211999617,S01008792,2.15,322,2,40,Leith Links,2443.64580262,219575.249587
327030.990262059,675778.499999909,S01008793,2.15,322,2,40,Leith Links,1207.7851675,43831.72744
327240.985255762,675435.500000156,S01008794,2.15,322,2,40,Leith Links,2121.96025542,123059.007668
327035.060229932,675381.007998958,S01008795,2.15,322,2,38,Leith Links,1247.30470379,45488.0249321
326922.249929443,675570.0,S01008796,2.15,322,2,39,Leith Links,1298.77075045,70675.165474
326825.666266669,675356.500000111,S01008797,2.15,322,2,15,Leith Links,972.162126014,40436.2769631
326969.845942818,675176.5,S01008798,2.15,322,2,19,Leith Links,2242.3074045,86855.9913558
327430.694741548,674984.554999231,S01008799,0,1,1,0,,1273.99660031,72589.4278375
327173.389762532,674947.253000274,S01008800,0,1,1,0,,2028.82588455,102685.329845
327027.308127352,674850.62749986,S01008801,2.14,306,2,3,Holyrood Park,1266.96910684,46843.6836296
326893.074484595,675007.0,S01008802,0,1,1,0,,948.720517925,41372.7140485
326689.79330652,675149.769000712,S01008803,0,1,1,0,,1239.48581166,46247.628719
326591.639002862,675015.329000695,S01008804,0,1,1,0,,1250.90384186,33406.3335184
326479.743636431,674977.307500053,S01008805,0,1,1,0,,1272.9804261,30864.253117
326606.979236427,674781.346999025,S01008806,0,1,1,0,,1711.65248182,66462.5521915
326998.115535074,674694.99999849,S01008807,2.14,306,2,10,Holyrood Park,1550.88900671,42509.958783
326784.635313114,674606.957999684,S01008808,2.14,306,2,14,Holyrood Park,1410.47194878,56184.0623609
326561.645818876,674315.671498852,S01008809,2.14,306,2,36,"Princes Street Gardens East & West,Holyrood Park",3583.52379055,343498.886971
326589.89853859,674594.12850016,S01008810,2.14,306,2,2,Holyrood Park,901.986745931,31635.734304
326312.564531376,674639.499999837,S01008811,0,1,1,0,,956.388287875,50925.2999955
326359.4354179,674796.950501097,S01008812,0,1,1,0,,964.89304834,23311.147874
326243.716449885,675267.483498896,S01008813,0,1,1,0,,1718.42059937,67236.719813
326554.295652628,675318.99999955,S01008814,0,1,1,0,,1184.86890432,59923.847074
326432.349600579,675498.0,S01008815,2.15,322,2,2,Leith Links,1748.70814565,64344.5608258
326467.577997328,675828.776000309,S01008816,0,1,1,0,,2261.62947844,110125.601834
326105.432094498,676028.935499027,S01008817,0,1,1,0,,2350.30659134,136510.546587
326018.489975285,675890.093499532,S01008818,0,1,1,0,,2656.01115403,119797.34195
325702.569955039,676156.344999437,S01008819,0,1,1,0,,1573.41948523,84752.8898295
326166.566993867,676307.763500051,S01008820,0,1,1,0,,1716.48383187,67112.3281565
325959.107404852,676472.311000056,S01008821,0,1,1,0,,1281.49505577,57461.3394595
325778.263489054,676639.99999977,S01008822,0,1,1,0,,1917.40991812,106341.061946
325506.940706087,676327.763500659,S01008823,0,1,1,4,Royal Botanic Gardens,3070.79757259,229381.838494
325351.949537776,676587.5,S01008824,0,1,1,0,,2618.94180596,126952.551701
325243.082410222,676855.500000132,S01008825,0,1,1,0,,1971.21560509,91516.2349561
325045.227413877,676796.263999513,S01008826,0,1,1,0,,3086.16356155,100548.33813
324594.703773395,676663.69400004,S01008827,0,1,1,2,Royal Botanic Gardens,2735.8722107,175138.633978
324354.9855807,676664.999499866,S01008828,0,1,1,4,Royal Botanic Gardens,3265.6873935,242105.994746
324271.929369886,676127.0,S01008829,1.51,263,2,11,"Inverleith Park,Royal Botanic Gardens",1943.55133468,140914.591516
324646.058036526,676219.500000102,S01008830,1.51,263,2,7,Royal Botanic Gardens,2145.16016865,120058.994091
324902.108397274,676413.499499587,S01008831,0,1,1,4,Royal Botanic Gardens,2507.95043089,165300.317336
324082.228126603,675466.728500395,S01008832,4.03,499,4,89,Royal Botanic Gardens,6570.3694691,785567.085147
324630.758649767,675751.499999978,S01008833,4.03,499,4,83,Royal Botanic Gardens,2530.42646687,150796.283916
324814.554969596,675412.728499939,S01008834,4.03,499,4,89,Royal Botanic Gardens,3594.67499074,471612.383322
325288.597717699,675806.39499933,S01008835,1.51,263,2,7,Royal Botanic Gardens,3724.46277649,368458.725424
325808.753205162,675547.593999868,S01008836,0,1,1,0,,2913.4037026,185081.912255
325680.500353785,675379.128999401,S01008837,0,1,1,0,,2135.51611591,89799.080978
325344.666967882,675264.56750119,S01008838,4.03,499,4,56,"Inverleith Park,Royal Botanic Gardens",2939.39071814,169458.838498
325627.669326051,675090.51149954,S01008839,0,1,1,0,,1442.59707488,76532.5925183
325844.19260934,675059.187500848,S01008840,0,1,1,0,,1255.05224929,65867.4321405
326027.752032296,675274.863999842,S01008841,0,1,1,0,,1785.35466276,83173.1070826
326125.281350406,675530.992499392,S01008842,0,1,1,0,,1286.83944303,95024.3595304
326334.742020273,675022.748500073,S01008843,0,1,1,0,,2250.99418878,92967.4725709
326135.393908278,675059.709500873,S01008844,0,1,1,0,,1095.12426871,35080.0196285
326126.217518033,674716.859499851,S01008845,0,1,1,0,,2215.34629249,114064.053606
325863.648816703,674716.499999922,S01008846,0,1,1,0,,1820.86150614,87989.3263016
325769.669534663,674597.499999615,S01008847,3.18,447,4,3,Princes Street Gardens East & West,1904.92178097,49259.012866
325623.271467368,674556.248500383,S01008848,3.18,447,4,4,Princes Street Gardens East & West,1419.27166804,51653.0568665
325399.526895207,674282.0,S01008849,3.18,447,4,25,Princes Street Gardens East & West,3294.41836949,202455.47617
325088.025935502,674426.500000217,S01008850,3.18,447,4,22,"Princes Street Gardens East & West,Inverleith Park",1430.70952312,71918.6153615
324841.51431253,674438.0,S01008851,5.7,542,5,60,"Princes Street Gardens East & West,Inverleith Park",1695.37928534,79065.7846456
324645.14792113,674094.50000081,S01008852,5.7,542,5,37,"Princes Street Gardens East & West,Inverleith Park",2676.90006409,157260.192283
325503.777480476,674763.499999939,S01008853,0,1,1,0,,1551.182174,57831.4000905
325286.918951427,674590.4994995,S01008854,3.18,447,4,4,Princes Street Gardens East & West,1467.15369791,51281.390287
325168.220102005,674733.629499484,S01008855,5.7,542,5,31,"Inverleith Park,Princes Street Gardens East & West",2725.02952457,121593.933147
325254.082155864,674966.499999925,S01008856,2.52,400,3,27,"Inverleith Park,Royal Botanic Gardens",1030.88799583,33992.8672975
324853.442177903,674914.499999548,S01008857,4.03,499,4,72,"Inverleith Park,Royal Botanic Gardens",1770.25553905,108681.845856
324619.844879537,674828.484000053,S01008858,4.03,499,4,83,"Inverleith Park,Royal Botanic Gardens",1568.10937022,64694.3075935
324781.792415138,674654.00000083,S01008859,7.21,578,5,61,"Inverleith Park,Royal Botanic Gardens",1769.71939385,69399.2771906
324573.003359589,674488.966499293,S01008860,7.21,578,5,79,"Inverleith Park,Royal Botanic Gardens",1720.13821909,72255.8485679
324437.431090407,674234.500000424,S01008861,5.7,542,5,76,"Inverleith Park,Royal Botanic Gardens",2652.37382208,122700.28782
324326.105945251,674522.798999987,S01008862,4.03,499,4,79,"Inverleith Park,Royal Botanic Gardens",1839.05295064,56988.4124396
324213.328247572,674753.499999615,S01008863,4.03,499,4,83,"Inverleith Park,Royal Botanic Gardens",1937.00835931,125064.244702
323564.557852333,675036.499999962,S01008864,4.03,499,4,82,"Inverleith Park,Royal Botanic Gardens",4359.80161753,473534.211869
323791.442100112,674444.499999399,S01008865,2.52,400,3,30,Inverleith Park,1693.65869825,90529.1496575
324070.009196649,674553.500000322,S01008866,2.52,400,3,75,Inverleith Park,1682.44586242,50749.030109
324039.714525379,674246.0,S01008867,2.52,400,3,26,Inverleith Park,2378.03461187,110327.179969
324726.447744235,673766.138000475,S01008868,3.18,447,4,25,Princes Street Gardens East & West,3582.61805282,284073.627823
324203.606474792,673897.500001098,S01008869,5.7,542,5,21,"Princes Street Gardens East & West,Inverleith Park",2866.72972107,176198.749313
323636.431011905,673954.544500238,S01008870,0,1,1,0,,2722.3911425,233796.620933
323931.18633677,673516.618498747,S01008871,3.18,447,4,14,Princes Street Gardens East & West,2504.37640776,151617.362605
323883.36955806,673269.0,S01008872,0,1,1,0,,2277.35326215,122827.575498
323340.535401261,673470.0,S01008873,0,1,1,0,,2987.50752498,390906.09728
323330.321102568,673012.431000023,S01008874,0,1,1,0,,1967.91345084,134473.425647
322885.249268428,672949.500000091,S01008875,0,1,1,2,Saughton Park,2223.56055525,126794.857543
322370.805136296,672879.50000013,S01008876,5.06,525,5,16,"Corstorphine Hill,Saughton Park",3348.10476426,361968.190369
321994.363678486,672920.499999648,S01008877,5.06,525,5,22,"Corstorphine Hill,Saughton Park",1574.65221266,68028.7419749
322123.048062368,672757.500000485,S01008878,5.06,525,5,51,"Corstorphine Hill,Saughton Park",3048.66525205,195667.491715
321392.53293341,672424.0,S01008879,5.06,525,5,51,"Corstorphine Hill,Saughton Park",3678.15061812,563898.228761
321433.676623992,672867.0,S01008880,5.06,525,5,5,"Corstorphine Hill,Saughton Park",1721.14505357,114277.522134
321897.103425751,673253.500499698,S01008881,2.31,381,3,3,Corstorphine Hill,3978.2790199,397725.553055
322485.423950142,673398.171500406,S01008882,0,1,1,0,,2429.01454827,214434.306369
322582.961145486,673648.805499362,S01008883,0,1,1,0,,3361.65113684,354593.210028
322438.652450392,674133.0,S01008884,0,1,1,0,,3180.02088901,243128.778
322981.422145183,674055.499999575,S01008885,0,1,1,0,,3251.83103793,298237.089086
323524.488066928,674173.99999973,S01008886,0,1,1,0,,3112.93340861,167598.183422
323282.306909851,674591.99999922,S01008887,2.52,400,3,35,Inverleith Park,4129.12442895,311556.975992
323364.718589298,675562.99999974,S01008888,2.52,400,3,26,Inverleith Park,1290.78949524,69189.2375546
323047.726901878,675510.506499434,S01008889,0,1,1,0,,2029.01687208,134561.035675
322955.969833213,675099.369499865,S01008890,2.52,400,3,20,Inverleith Park,3050.37025628,321825.020165
322665.962347505,674634.399500462,S01008891,0,1,1,0,,2630.4422211,263660.143459
322151.667571784,674501.567000762,S01008892,0,1,1,0,,4138.43064388,190691.777443
321786.239078636,674671.670000811,S01008893,0,1,1,0,,2581.18215661,211946.732799
321847.877653004,673955.0,S01008894,2.31,381,3,3,Corstorphine Hill,7990.24818546,941565.639373
321037.577958118,674591.0,S01008895,4.67,516,4,11,"Davidsons Mains Park,Corstorphine Hill",3478.24777518,220744.137422
320716.104863148,674709.0,S01008896,4.67,516,4,18,"Davidsons Mains Park,Corstorphine Hill",2010.06959956,126050.239747
320997.552561686,674953.99999937,S01008897,7.33,580,5,21,"Davidsons Mains Park,Corstorphine Hill,Lauriston Castle",3429.62769618,182773.575407
321707.89148895,674960.0,S01008898,0,1,1,0,,3389.81894482,267414.898302
321613.389117435,675346.499999389,S01008899,0,1,1,0,,1675.71303928,127663.436987
321965.99959997,675256.0,S01008900,0,1,1,0,,2100.60694514,181334.595811
322291.091109148,675129.071500039,S01008901,0,1,1,0,,2560.41501435,144102.041213
322572.543252724,675225.500000251,S01008902,0,1,1,0,,3020.11857832,211512.895753
322350.999370799,675490.900999634,S01008903,0,1,1,0,,2193.76784861,163933.028716
322417.335778292,675745.444501077,S01008904,0,1,1,0,,2409.47418224,121744.682144
322058.196408733,676066.499999023,S01008905,0,1,1,0,,1925.97136949,107275.181231
322293.750144739,676054.163001033,S01008906,0,1,1,0,,2430.6294588,121250.783723
322560.56936739,676189.0,S01008907,0,1,1,0,,1843.88582443,112387.660312
322910.318905266,676052.499499926,S01008908,0,1,1,0,,2544.6215685,161488.437705
322900.939183782,676354.500000306,S01008909,0,1,1,0,,2029.532814,97228.1748445
323362.135654515,676361.500000632,S01008910,0,1,1,0,,1551.57972002,55377.1036145
323306.158988736,675982.0,S01008911,2.52,400,3,4,Inverleith Park,2604.1911275,227373.519349
323842.545527722,676132.359000081,S01008912,1.51,263,2,2,Royal Botanic Gardens,1933.22603854,104453.303011
323584.200270055,676349.404999726,S01008913,0,1,1,0,,1755.81813923,97286.973128
324007.394876848,676420.739500941,S01008914,0,1,1,0,,3609.92780916,151190.126295
324079.319989085,676693.139499399,S01008915,0,1,1,0,,1902.94936282,87593.0647646
323818.027254013,676823.562500101,S01008916,0,1,1,0,,2043.23719592,155131.394588
323446.149853075,676610.927500988,S01008917,0,1,1,0,,1855.93374134,100427.793825
323444.749649978,676809.999500098,S01008918,0,1,1,0,,1061.35077216,45570.357833
323418.937110401,676962.88300074,S01008919,0,1,1,0,,1026.08692572,38056.417756
323304.324546041,677416.800000653,S01008920,1.46,262,2,3,Gypsy Brae Recreation Ground,7546.75224249,542369.730404
323124.596085244,676893.945499776,S01008921,0,1,1,0,,2707.25067029,191934.658458
323134.369217167,676513.0,S01008922,0,1,1,0,,1654.37002184,106040.398679
322733.266175596,676530.198999555,S01008923,0,1,1,0,,1954.75910373,85219.307769
322496.813950286,676416.812000018,S01008924,0,1,1,0,,2199.93144245,114840.208526
322190.194572213,676368.433500488,S01008925,0,1,1,0,,1904.38129951,90293.983536
322005.71312482,676498.9904993,S01008926,0,1,1,0,,1178.04873258,66307.3118966
321917.594265989,676665.99999965,S01008927,0,1,1,1,Gypsy Brae Recreation Ground,950.182812381,34908.0187636
321674.413263707,676842.0,S01008928,6.46,568,5,12,"Lauriston Castle,Gypsy Brae Recreation Ground",8193.04401879,1886949.59373
321563.287484377,676326.820000575,S01008929,0,1,1,0,,2340.33237622,137877.275909
321685.772475184,676085.473499611,S01008930,0,1,1,0,,2683.53478739,165035.274478
321789.145123006,675729.300999331,S01008931,0,1,1,0,,2605.04356766,225502.261844
321487.853275199,675608.500000148,S01008932,0,1,1,0,,1318.2112985,65946.3923844
