X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area
323152.544682098,672158.499999771,S01008497,0,1,1,0,,1441.15001181,47945.6579795
323288.19939716,672408.0,S01008498,0,1,1,0,,2221.70409007,185583.101804
323232.250712854,672776.148999814,S01008499,0,1,1,0,,2728.0575276,150200.537516
323536.233901569,672867.868499472,S01008500,0,1,1,0,,570.683444948,15548.974246
323689.565351358,672936.457500355,S01008501,0,1,1,0,,966.854542151,23719.9148445
323023.40230993,672039.591500379,S01008502,0,1,1,0,,924.721379016,28440.2880895
323052.453801436,671904.99999945,S01008503,0,1,1,0,,1584.43259959,46493.5103114
323011.881029622,671667.0,S01008504,0,1,1,0,,2099.02997497,88637.369783
323228.595450997,671799.228499369,S01008505,0,1,1,0,,1218.96391452,42273.1134955
323590.618663691,671738.000500945,S01008506,0,1,1,1,Easter Craiglockhart Hill,2307.27678334,189703.643353
323514.228689526,672061.99999903,S01008507,0,1,1,0,,1987.27610386,110563.358045
323137.82931722,671236.0,S01008508,1.99,301,2,3,Easter Craiglockhart Hill,3944.00175123,208874.77646
322782.451230453,671165.500000827,S01008509,1.99,301,2,3,Easter Craiglockhart Hill,4040.93193511,366495.400167
